ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_type
GO:0033157	GO:0033157	regulation of intracellular protein transport	35/1376	225/18903	1.59875024631474e-05	0.000308445754592036	0.000220022938381717	CD36/TCF7L2/SH3GLB1/TGFB1/MAPK14/RAC2/LRRK2/HCLS1/GSK3B/PSEN1/ITGB2/GLI3/PRKCD/ITGAM/PTGS2/LCP1/RAPGEF3/BBC3/SORL1/PRKACA/OS9/EDEM2/BNIP3L/UBE2D3/UBE2J1/BCAP31/GSK3A/PLK3/NDEL1/CHP1/HYAL2/KCNB1/FRAT1/NPEPPS/OAZ2	35	PPI_node
GO:0055067	GO:0055067	monovalent inorganic cation homeostasis	28/1376	164/18903	1.97040002250058e-05	0.000366571173017154	0.000261485416519814	MAPK3/PPT1/GRN/SLC9A1/RAB7A/ATP6V1A/LRRK2/GNAI2/ADORA2A/SLC11A1/SLC8A1/KCNQ1/ATP6V0A1/MAFG/AVPR1B/DRD3/ATP6V0D1/DMXL2/TCIRG1/ATP6V0E1/ATP6V0B/ATP6V1B2/CLN6/CHP1/EXT1/KCNJ2/SLC12A6/SLC12A9	28	PPI_node
GO:0060711	GO:0060711	labyrinthine layer development	13/1376	47/18903	2.06369258565468e-05	0.000381450274703267	0.000272099093721464	NCOA1/SOCS3/HEY1/RBPJ/EGLN1/GRB2/ADM/PLCD3/JUNB/SPINT1/ST14/SPINT2/ZFP36L1	13	PPI_node
GO:0051047	GO:0051047	positive regulation of secretion	43/1376	304/18903	2.08960705954877e-05	0.000383764373436361	0.000273749804731035	ABAT/GLUL/ABCG1/NR1H2/TLR4/ACSL4/RAB5A/LAMP1/TCF7L2/TGFB1/TSG101/CYBA/RAB7A/GNAI2/SNCA/S100A8/ITGB2/SYK/SPP1/ITGAM/ADAM8/ADAM9/ADORA2A/RAB3D/FGR/PPP3CA/CD33/SDCBP/GAB2/UNC13D/OPRL1/AVPR1B/NTSR1/PTAFR/DRD3/HCAR2/HFE/TNFRSF11A/IL4R/CHMP2A/TRPM2/KCNB1/F2RL1	43	PPI_node
GO:0034341	GO:0034341	response to interferon-gamma	25/1376	140/18903	2.47469275706283e-05	0.000440372344657455	0.000314129845559823	GAPDH/NR1H2/TLR4/CDC42/VAMP3/IRF1/ZYX/SNCA/CCL5/HCK/VIM/GSN/WAS/IFITM2/MEFV/SLC11A1/SIRPA/DAPK1/NMI/CDC42EP4/IFNGR1/LGALS9/IFNGR2/TRIM21/RAB43	25	PPI_node
GO:0051656	GO:0051656	establishment of organelle localization	56/1376	437/18903	2.49913710528145e-05	0.000443345375023613	0.000316250590836169	CDC42/LAMP1/RAC2/TSG101/CBL/RAB7A/LRRK2/PSEN1/SNCA/MYO1F/PIK3CD/MYO7A/SYK/LYN/CFL1/KIF13A/EXOC6/RAB1A/AGTPBP1/FGR/PSRC1/CHMP1A/SDCBP/STXBP2/CHMP4B/ARFGAP3/PICALM/SNAP23/LIMK2/GAB2/UNC13D/UBE2B/TCIRG1/LIN7A/BICD2/NDEL1/NDE1/GPSM2/MRGPRX2/LAT2/IL4R/CHMP2A/CD300A/MILR1/LGALS9/FES/SYBU/CEP19/CLMN/CLNK/TRIM58/NSFL1C/INSC/KPNB1/UBXN2B/SAPCD2	56	PPI_node
GO:1904645	GO:1904645	response to amyloid-beta	14/1376	55/18903	2.81040316445441e-05	0.000492465141661277	0.000351289086997472	LRP1/TLR4/IGF1R/CD36/NGFR/ICAM1/GSK3B/PSEN1/CASP4/TLR6/FOXO3/BCL2L11/MMP9/FPR2	14	PPI_node
GO:0019882	GO:0019882	antigen processing and presentation	21/1376	108/18903	2.9297935606062e-05	0.000508718700068894	0.000362883202418943	CD68/RAB35/CTSD/ICAM1/NOD2/WAS/LILRB2/HLA-C/HLA-B/HLA-E/RAB5B/RAB34/WDFY4/CTSS/CD1D/FCGR1A/SLC11A1/FGL2/HFE/CLEC4A/EXT1	21	PPI_node
GO:0098543	GO:0098543	detection of other organism	8/1376	20/18903	4.40305596247973e-05	0.000733416007703746	0.000523166043522301	TLR4/NOD2/TLR6/TLR1/HLA-B/CLEC7A/NAIP/CD1D	8	PPI_node
GO:0034446	GO:0034446	substrate adhesion-dependent cell spreading	21/1376	111/18903	4.48444213639195e-05	0.000742654723743521	0.000529756276714631	MYADM/CDC42/VAMP3/PXN/RAC1/CORO1C/RHOA/PREX1/TRIOBP/RAB1A/FERMT3/CRK/NEDD9/DOCK5/UNC13D/EFNA5/MERTK/CASS4/EFNA1/NTNG2/MEGF9	21	PPI_node
GO:0001910	GO:0001910	regulation of leukocyte mediated cytotoxicity	18/1376	87/18903	4.53478869954944e-05	0.000748828220415513	0.000534160003650857	PTPRC/LAMP1/SPI1/ICAM1/STAT5B/FADD/VAV1/ITGAM/TYROBP/HLA-B/HLA-E/ARRB2/CEACAM1/CD1D/KLRC1/CRK/LGALS9/F2RL1	18	PPI_node
GO:0002433	GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	9/1376	26/18903	5.60732460727977e-05	0.00089498523676081	0.000638417869815785	PTPRC/PAK1/VAV1/SYK/LYN/HCK/PRKCD/FGR/PTPRJ	9	PPI_node
GO:0038096	GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	9/1376	26/18903	5.60732460727977e-05	0.00089498523676081	0.000638417869815785	PTPRC/PAK1/VAV1/SYK/LYN/HCK/PRKCD/FGR/PTPRJ	9	PPI_node
GO:1990778	GO:1990778	protein localization to cell periphery	45/1376	337/18903	5.71111498494589e-05	0.000906501076557893	0.000646632438738734	MYADM/LRP1/ACTB/BCL2L1/VAMP3/EHD1/TNFRSF1A/TGFB1/RAB7A/FGF13/FLOT2/FLOT1/PPP1R9B/SQSTM1/DLG4/CSK/KIF13A/RAMP1/RAB3D/FCHO2/RAB34/RAB31/SLC9A3R2/PICALM/RHOG/ARL3/PPP2R5A/STX3/STAC3/PRKG2/LIN7A/PACS1/NUMB/GPSM2/PRAM1/F11R/TSPAN5/KCNB1/ZDHHC7/FRMD8/RILPL1/RAPGEF2/RILPL2/TMBIM1/SAPCD2	45	PPI_node
GO:0045926	GO:0045926	negative regulation of growth	36/1376	249/18903	6.02292780339265e-05	0.000945517159272325	0.00067446369605115	CTDP1/PTEN/PPT1/G6PD/TGFB1/ENO1/FGF13/ULK1/HSPA1B/BCL6/TGFBR2/PPP1R9B/HSPA1A/SPP1/RTN4/ADAM15/CDA/PSRC1/ST20/SPAG9/SIPA1/IFRD1/GSK3A/MUL1/SEMA4A/KIAA0319/HYAL2/PTPRJ/DIP2B/SEMA4B/SERTAD3/SEMA6B/HYAL1/WWC3/STK3/OSGIN2	36	PPI_node
GO:0071868	GO:0071868	cellular response to monoamine stimulus	20/1376	105/18903	6.10977591389771e-05	0.000953924141325174	0.000680460630249959	MAPK3/SLC9A1/LRRK2/PRMT5/GSK3B/SNCA/NCSTN/GNB1/ARRB2/GNAI3/OR10H1/KCNQ1/PRKACA/DRD3/RYR2/GSK3A/ID1/SULT1A4/HRH2/KLF16	20	PPI_node
GO:0071870	GO:0071870	cellular response to catecholamine stimulus	20/1376	105/18903	6.10977591389771e-05	0.000953924141325174	0.000680460630249959	MAPK3/SLC9A1/LRRK2/PRMT5/GSK3B/SNCA/NCSTN/GNB1/ARRB2/GNAI3/OR10H1/KCNQ1/PRKACA/DRD3/RYR2/GSK3A/ID1/SULT1A4/HRH2/KLF16	20	PPI_node
GO:0002709	GO:0002709	regulation of T cell mediated immunity	18/1376	89/18903	6.2190432709081e-05	0.000968345596258244	0.000690747855289935	PTPRC/CCR2/NOD2/FADD/NLRP3/IL1R1/WAS/TNFRSF1B/HLA-B/HLA-E/CEACAM1/CD1D/KLRC1/CD55/ARID5A/HFE/IL4I1/LILRB4	18	PPI_node
GO:0003158	GO:0003158	endothelium development	24/1376	139/18903	6.2556762931401e-05	0.000971409895926633	0.000692933705498874	MYADM/PECAM1/NOTCH1/TNFRSF1A/JAG1/SLC40A1/ICAM1/RHOB/HEY1/RBPJ/ITGAX/MYD88/MSN/RHOA/RAPGEF3/CEACAM1/COL18A1/KDM6B/ID1/F11R/MESP1/F2RL1/S1PR3/RAPGEF2	24	PPI_node
GO:0051014	GO:0051014	actin filament severing	7/1376	16/18903	6.79233892866154e-05	0.00103236344990002	0.000736413571408426	FLII/FMNL1/SVIL/GSN/CFL1/GMFG/CAPG	7	PPI_node
GO:1904951	GO:1904951	positive regulation of establishment of protein localization	42/1376	310/18903	7.14365728846911e-05	0.00108003050825668	0.000770415810335386	ABAT/GLUL/ABCG1/NR1H2/TLR4/ACSL4/TCF7L2/SH3GLB1/TGFB1/MAPK14/RAC2/TSG101/HCLS1/GSK3B/PSEN1/ITGB2/GLI3/PRKCD/ITGAM/PTGS2/ADAM8/ADAM9/ADORA2A/RAPGEF3/CD33/BBC3/SORL1/PTP4A3/PRKACA/HCAR2/EDEM2/UBE2D3/BCAP31/GSK3A/PLK3/CHP1/HYAL2/TRPM2/KCNB1/F2RL1/NPEPPS/OAZ2	42	PPI_node
GO:0060191	GO:0060191	regulation of lipase activity	18/1376	90/18903	7.25224336881505e-05	0.00109069171924699	0.000778020748752834	LRP1/NR1H2/ABHD5/PPT1/PLIN5/GNAQ/SNCA/FURIN/CCL5/RHOA/S1PR4/SORT1/LPAR1/LPAR2/C5AR1/AVPR1B/PTAFR/RASGRP4	18	PPI_node
GO:0006470	GO:0006470	protein dephosphorylation	37/1376	261/18903	7.3075748100946e-05	0.00109327424704548	0.000779862937683038	CTDP1/PTPRC/PTEN/TGFB1/GNAI2/GSK3B/PPP1R9B/PRKCD/SSH2/LILRB2/BOD1L1/PPP3R1/PPP3CA/CD33/PTPN6/PTP4A3/DAPP1/PPP2R5A/FKBP1A/CNEP1R1/DUSP3/PPP4C/CTDSP2/CD300A/MTMR6/MTMR3/PPP4R1/SSH3/PTPRJ/PPM1H/PPM1F/DUSP18/PTPRE/DUSP6/PPM1D/PPM1J/PPM1M	37	PPI_node
GO:0007163	GO:0007163	establishment or maintenance of cell polarity	34/1376	234/18903	8.62787245776024e-05	0.001267633568794	0.000904238292941512	ACTB/IGF1R/CDC42/CAP1/RAC2/SLC9A1/RHOB/ARPC5/CTNNA1/FGF13/GSK3B/RAC1/FLOT2/DLG4/GSN/MSN/RHOA/SNX27/CRK/RHOG/ARHGEF11/MARK2/TCIRG1/LIN7A/NDEL1/NDE1/GPSM2/EPHB1/FAM89B/NSFL1C/SPINT2/INSC/UBXN2B/SAPCD2	34	PPI_node
GO:0042987	GO:0042987	amyloid precursor protein catabolic process	15/1376	68/18903	8.90430399636249e-05	0.00130490183885312	0.000930822786858946	ABCG1/SP1/PSEN1/FLOT2/LYN/RTN4/ADAM19/NCSTN/SORL1/PICALM/FKBP1A/GSK3A/IFNGR1/EFNA1/RTN3	15	PPI_node
GO:0071867	GO:0071867	response to monoamine	20/1376	108/18903	9.22086887417839e-05	0.0013376095860517	0.000954154132936301	MAPK3/SLC9A1/LRRK2/PRMT5/GSK3B/SNCA/NCSTN/GNB1/ARRB2/GNAI3/OR10H1/KCNQ1/PRKACA/DRD3/RYR2/GSK3A/ID1/SULT1A4/HRH2/KLF16	20	PPI_node
GO:0071869	GO:0071869	response to catecholamine	20/1376	108/18903	9.22086887417839e-05	0.0013376095860517	0.000954154132936301	MAPK3/SLC9A1/LRRK2/PRMT5/GSK3B/SNCA/NCSTN/GNB1/ARRB2/GNAI3/OR10H1/KCNQ1/PRKACA/DRD3/RYR2/GSK3A/ID1/SULT1A4/HRH2/KLF16	20	PPI_node
GO:0051402	GO:0051402	neuron apoptotic process	36/1376	255/18903	9.90132025482759e-05	0.00141836412650405	0.00101175859340778	GAPDH/BCL2L1/PPT1/G6PD/SOD2/GRN/NGFR/CORO1A/FADD/CEBPB/PSEN1/SNCA/APAF1/FOXO3/DDIT3/BCL2L11/ITGAM/MCL1/RHOA/ADAM8/NCSTN/TYROBP/ADORA2A/ARRB2/NAIP/BID/CPEB4/MAP3K11/MAP2K4/TMBIM6/BTG2/GSK3A/EGLN2/SIAH1/DNAJC5/KCNB1	36	PPI_node
GO:0032386	GO:0032386	regulation of intracellular transport	44/1376	336/18903	0.000108470743073694	0.00151301195472678	0.00107927352258732	MAPK3/ARFIP1/LAMP1/EHD1/CD36/TCF7L2/SH3GLB1/TGFB1/MAPK14/RAC2/LRRK2/HCLS1/GSK3B/PSEN1/MX2/ITGB2/GLI3/PRKCD/ITGAM/PTGS2/LCP1/MSN/RAPGEF3/NUP214/MYBPC3/BBC3/SORL1/PRKACA/OS9/EDEM2/BNIP3L/UBE2D3/UBE2J1/BCAP31/GSK3A/PLK3/NDEL1/CHP1/HYAL2/TRIM58/KCNB1/FRAT1/NPEPPS/OAZ2	44	PPI_node
GO:0016049	GO:0016049	cell growth	59/1376	493/18903	0.000109843916109274	0.00152768359054889	0.00108973920861602	CTDP1/CDC42/PPT1/G6PD/TGFB1/ENO1/TSG101/CYBA/SLC9A1/IQGAP1/DBN1/TWF2/FGF13/ULK1/GSK3B/S100A8/HSPA1B/BCL6/TGFBR2/SGK1/PPP1R9B/RPS6KA1/HSPA1A/SPP1/CYFIP1/RHOA/RTN4/ADAM15/CDA/PSRC1/CEACAM1/SDCBP/ST20/SPAG9/SIPA1/ARHGEF11/CDKL5/MAP2K4/EFNA5/DISC1/IFRD1/GSK3A/NDEL1/MUL1/SEMA4A/EGLN2/KIAA0319/SYT2/HYAL2/EXTL3/EXT1/PTPRJ/DIP2B/SEMA4B/SERTAD3/SEMA6B/OGFR/HYAL1/OSGIN2	59	PPI_node
GO:1990089	GO:1990089	response to nerve growth factor	12/1376	48/18903	0.000125486601779188	0.00171199578141606	0.00122121422232728	ACAP2/RAB35/EHD1/CORO1A/CBL/E2F1/FOXO3/CRK/SORT1/ID1/KCNC1/RAPGEF2	12	PPI_node
GO:0051924	GO:0051924	regulation of calcium ion transport	37/1376	268/18903	0.000127389275106156	0.00173382552579163	0.00123678598634131	G6PD/CORO1A/CYBA/SLC9A1/GNAI2/SNCA/LYN/TLR9/CCL5/PTGS2/RHOA/LILRB2/ADORA2A/P2RX1/ARRB2/PPP3R1/PPP3CA/CD33/SLC8A1/PTPN6/HOMER3/PRKACA/OPRL1/NTSR1/DRD3/GPR35/STAC3/RYR2/FKBP1A/TMBIM6/VMP1/ATP2B1/PLCG2/JAK3/BEST1/LILRA2/SLC8B1	37	PPI_node
GO:0014909	GO:0014909	smooth muscle cell migration	18/1376	95/18903	0.00015033140097729	0.00202682100611734	0.00144578781422865	LRP1/TLR4/CYP1B1/ABHD2/S100A11/ARPC5/PLAU/CCL5/NFE2L2/DDIT3/RHOA/CRK/SORL1/DOCK5/GRB10/LPAR1/TRIB1/PDGFD	18	PPI_node
GO:0002437	GO:0002437	inflammatory response to antigenic stimulus	16/1376	79/18903	0.000153834515544182	0.00204691416547643	0.00146012082383485	CD68/NOTCH1/MAPK14/NOTCH2/NOD2/CXCR2/RBPJ/FURIN/SYK/LYN/HCK/HLA-E/FGR/FCGR1A/IL1RN/EXT1	16	PPI_node
GO:0051770	GO:0051770	positive regulation of nitric-oxide synthase biosynthetic process	7/1376	18/18903	0.000165984497745821	0.00218040329818366	0.00155534233615269	TLR4/NAMPT/LRRK2/NOD2/TLR9/MAP2K4/JAK3	7	PPI_node
GO:0140253	GO:0140253	cell-cell fusion	14/1376	64/18903	0.000166669571484196	0.00218040329818366	0.00155534233615269	SBNO2/EHD1/MAPK14/CFLAR/FLOT1/ADAM9/ADAMTS5/TYROBP/RAPGEF3/CD53/TNFSF14/DOCK5/PLEKHO1/IL4R	14	PPI_node
GO:0098657	GO:0098657	import into cell	35/1376	252/18903	0.000170106722342298	0.00221525345232129	0.00158020192070608	ACTB/SLC22A4/SLC29A4/SLC19A1/SLC22A1/ACSL1/CD36/SLC2A3/TSG101/SLC9A1/PSEN1/SNCA/FLOT1/P2RX1/PPP3R1/PPP3CA/SLC8A1/SLC6A6/KCNQ1/SLC15A3/NEURL1B/NTSR1/DRD3/SLC24A4/TRPV4/CACNA1E/HFE/STEAP4/SLC36A1/SLC43A2/TRPM2/KCNJ2/KCNJ15/SLC12A6/SLC15A4	35	PPI_node
GO:0007032	GO:0007032	endosome organization	18/1376	96/18903	0.000172632160383608	0.00223291710834779	0.00159280189799109	TSG101/RAB7A/ATP6V1A/SQSTM1/CORO1C/RAB5B/UBAP1/CHMP1A/CHMP4B/ATP6V0A1/TMEM127/ATP6V0B/CHMP2A/VPS37B/VPS37C/TMCC1/SNX10/TOM1	18	PPI_node
GO:0002456	GO:0002456	T cell mediated immunity	20/1376	113/18903	0.000175785667703267	0.00226858530617055	0.00161824501586484	PTPRC/JAG1/ICAM1/CCR2/NOD2/FADD/NLRP3/IL1R1/WAS/TNFRSF1B/HLA-B/HLA-E/CEACAM1/CD1D/KLRC1/CD55/ARID5A/HFE/IL4I1/LILRB4	20	PPI_node
GO:0033627	GO:0033627	cell adhesion mediated by integrin	17/1376	88/18903	0.000177905153399734	0.00228564244166026	0.00163041234517623	CYP1B1/ITGB4/ICAM1/ITGA5/ITGB2/PLAU/SYK/LYN/CCL5/ITGAX/ITGAM/ADAM9/FERMT3/CRK/PTPN6/EFNA1/EXT1	17	PPI_node
GO:0002269	GO:0002269	leukocyte activation involved in inflammatory response	12/1376	50/18903	0.000190938105588267	0.0024312785444906	0.00173429862923799	PTPRC/GRN/LRRK2/SNCA/ITGB2/TLR9/MYD88/ITGAM/TYROBP/C5AR1/IFNGR1/IFNGR2	12	PPI_node
GO:0090148	GO:0090148	membrane fission	11/1376	43/18903	0.000191383956864289	0.00243155226792101	0.00173449388377649	SH3GLB1/TSG101/CORO1C/EXOC6/UBAP1/CHMP1A/CHMP4B/CHMP2A/VPS37B/VPS37C/TMCC1	11	PPI_node
GO:0140632	GO:0140632	inflammasome complex assembly	8/1376	24/18903	0.000197654849299418	0.00250013749776085	0.00178341763641139	TLR4/CD36/NLRP3/AIM2/TLR6/MYD88/MEFV/PLCG2	8	PPI_node
GO:0062197	GO:0062197	cellular response to chemical stress	44/1376	345/18903	0.000198169026158141	0.00250112008785495	0.0017841185452633	ALDH3B1/TLR4/MAPK3/CYP1B1/G6PD/CD36/SOD2/PPIF/PXN/RHOB/NCF1/LRRK2/CAMKK2/NLRP3/SNCA/ATG7/HSPA1B/MAP3K5/TLR6/ALOX5/HSPA1A/NFE2L2/FOXO3/PRKCD/DDIT3/PTGS2/MCL1/MMP9/SIRPA/DAPK1/ARHGEF2/TRPV4/KDM6B/MAPK13/NOL3/CAB39/CPEB2/TRPM2/TRIM21/PDGFD/SLC12A6/MICU1/ZFP36L1/OSER1	44	PPI_node
GO:0006816	GO:0006816	calcium ion transport	53/1376	440/18903	0.000204738177483484	0.00257835111424256	0.00183920958512058	PTPRC/G6PD/CORO1A/CYBA/SLC9A1/GNAI2/PSEN1/SNCA/TRPM6/VDR/LYN/TLR9/CCL5/DDIT3/PTGS2/RHOA/LILRB2/RAMP1/ADORA2A/P2RX1/ARRB2/PPP3R1/PPP3CA/CD33/SLC8A1/PTPN6/HOMER3/PRKACA/OPRL1/NTSR1/DRD3/GPR35/STAC3/RYR2/FKBP1A/TMBIM6/VMP1/ATP2B1/SLC24A4/TRPV4/ATP2B2/CACNA1E/PLCG2/NOL3/JAK3/BEST1/LILRA2/TPCN2/TRPM2/ORAI3/ORAI2/MICU1/SLC8B1	53	PPI_node
GO:0034504	GO:0034504	protein localization to nucleus	40/1376	306/18903	0.000226704688373766	0.00283628354668489	0.00202319996542251	GLUL/PTTG1IP/STAT3/NOTCH1/BANP/CD36/NGFR/NFKBIA/TGFB1/MAPK14/E2F3/LRRK2/CTNNA1/HCLS1/GSK3B/PSEN1/GLI3/SYK/PRKCD/SQSTM1/PTGS2/NUP98/NUP214/AKIRIN2/PPP3R1/PPP3CA/HHEX/LIMK2/CNEP1R1/BCL3/NUAK2/LILRB4/OSBPL8/CHP1/HYAL2/FAM53C/LATS2/KPNB1/TRIM8/STK3	40	PPI_node
GO:0044088	GO:0044088	regulation of vacuole organization	12/1376	51/18903	0.000233335500017205	0.00290024385053923	0.00206882462967646	RAB5A/SH3GLB1/GRN/LRRK2/ULK1/SNX18/RAB1B/CHMP4B/MTMR3/RALB/PHF23/TBC1D14	12	PPI_node
GO:0010720	GO:0010720	positive regulation of cell development	40/1376	307/18903	0.000242794400237904	0.00297904049970704	0.00212503247182189	MYADM/CDC42/NOTCH1/SMARCD3/TGFB1/DBN1/TWF2/BAIAP2/PRMT5/E2F1/RAC1/GLI3/MME/LYN/CYFIP1/PREX1/TRIOBP/TYROBP/TNFRSF1B/CLEC7A/CRK/NEDD9/TIAM2/DOCK5/PLXNB2/CDKL5/UNC13D/PLXNC1/EFNA5/DISC1/CUX1/NDEL1/NUMB/CASS4/PLXNA2/NEURL1/TRIB1/F11R/RGS14/SPINT1	40	PPI_node
GO:0071800	GO:0071800	podosome assembly	7/1376	19/18903	0.000246348846027908	0.00299698277651786	0.00213783119706418	HCK/LCP1/GSN/MSN/RHOA/SH3PXD2B/ASAP1	7	PPI_node
GO:0097284	GO:0097284	hepatocyte apoptotic process	7/1376	19/18903	0.000246348846027908	0.00299698277651786	0.00213783119706418	IGF1R/BCL2L1/CFLAR/GSN/ADAR/BID/STK3	7	PPI_node
GO:0002507	GO:0002507	tolerance induction	9/1376	31/18903	0.00025962018794218	0.00313183931980778	0.00223402812139498	TGFBR2/LYN/LILRB2/HLA-B/HLA-E/XKR8/IRAK3/LILRB4/LGALS9	9	PPI_node
GO:0002090	GO:0002090	regulation of receptor internalization	13/1376	59/18903	0.000261769899375442	0.00315113765424639	0.00224779416027165	ARF1/FLOT1/SYK/CD63/DLG4/LRPAP1/ARRB2/PPP3R1/SDCBP/DRD3/PLCG2/NUMB/RIN3	13	PPI_node
GO:0036151	GO:0036151	phosphatidylcholine acyl-chain remodeling	6/1376	14/18903	0.00026539176799519	0.00316811423044258	0.00225990402439764	NR1H2/MBOAT2/LPCAT3/LPCAT2/PLB1/MBOAT7	6	PPI_node
GO:0046348	GO:0046348	amino sugar catabolic process	6/1376	14/18903	0.00026539176799519	0.00316811423044258	0.00225990402439764	MGAT1/NPL/CHIT1/RENBP/NAGK/CTBS	6	PPI_node
GO:0043409	GO:0043409	negative regulation of MAPK cascade	27/1376	181/18903	0.000288205985637172	0.00339798415164814	0.00242387663467433	TNIP1/HMGCR/TLR4/IGF1R/PTPRC/PTEN/LYN/TLR9/PRKCD/CSK/NLRP12/RNF149/SIRPA/PTPN6/SORL1/SH2B3/IRAK3/LILRB4/DUSP3/EFNA1/CD300A/HYAL2/PTPRJ/RGS14/DUSP6/F2RL1/HIPK3	27	PPI_node
GO:0005976	GO:0005976	polysaccharide metabolic process	19/1376	110/18903	0.000349020536350366	0.00401583870138072	0.0028646094750549	GAA/MGAM/PGM2/TGFB1/GSK3B/AOAH/B3GNT7/B4GALT5/GSK3A/CHIT1/NDST1/CSGALNACT1/EXT1/PPP1R3B/PPP1R3D/PYGL/STK40/PYGM/GYG1	19	PPI_node
GO:0022406	GO:0022406	membrane docking	17/1376	93/18903	0.000354338080466625	0.00405539564944033	0.00289282654666608	VAMP3/ICAM1/RAB7A/MSN/RAB3D/EXOC6/STXBP2/CTBP2/STX3/VMP1/STX12/STX10/STX11/CHP1/KCNB1/RALB/PDZD8	17	PPI_node
GO:0002577	GO:0002577	regulation of antigen processing and presentation	7/1376	20/18903	0.000355289461783428	0.00405539564944033	0.00289282654666608	CD68/NOD2/WAS/LILRB2/SLC11A1/FGL2/HFE	7	PPI_node
GO:1990090	GO:1990090	cellular response to nerve growth factor stimulus	11/1376	46/18903	0.000362748500881989	0.00410781179524507	0.00293021644179969	ACAP2/RAB35/EHD1/CORO1A/CBL/E2F1/FOXO3/CRK/SORT1/ID1/RAPGEF2	11	PPI_node
GO:0034113	GO:0034113	heterotypic cell-cell adhesion	13/1376	61/18903	0.000370674566722921	0.00417281977862935	0.00297658844501107	MYADM/PTPRC/ITGA5/ITGB2/FLOT1/ITGAX/MBP/LILRB2/CD1D/MADCAM1/SIRPA/IL1RN/DSC2	13	PPI_node
GO:0090559	GO:0090559	regulation of membrane permeability	15/1376	77/18903	0.000381675850770229	0.00427984858104385	0.00305293506754722	BCL2L1/HK2/PPIF/SLC9A1/GSK3B/HSPA1A/BCL2L11/LAPTM5/BID/BBC3/BNIP3L/NOL3/GSK3A/MUL1/F11R	15	PPI_node
GO:0050767	GO:0050767	regulation of neurogenesis	46/1376	377/18903	0.000393596695331242	0.00439631396539575	0.00313601306652553	NOTCH1/PTEN/SMARCD3/TGFB1/DBN1/TWF2/CTNNA1/BAIAP2/PRMT5/FGF13/ULK1/PSEN1/HEY1/E2F1/GLI3/MME/LYN/SPP1/MBP/CYFIP1/RTN4/TNFRSF1B/PPP3CA/SORL1/TIAM2/PLXNB2/CDKL5/PLXNC1/DRD3/EFNA5/DISC1/IFRD1/CUX1/ID1/NDEL1/NUMB/SEMA4A/PLXNA2/NEURL1/KIAA0319/DIP2B/RGS14/SEMA4B/SPINT1/SEMA6B/RAPGEF2	46	PPI_node
GO:0099173	GO:0099173	postsynapse organization	25/1376	166/18903	0.000410563991126949	0.00457690986217397	0.00326483714426775	ACTB/IGF1R/CDC42/PTEN/ARF1/DBN1/LRRK2/BAIAP2/EGLN1/DLG4/ACTN1/CFL1/ARHGAP22/ZDHHC12/LILRB2/NEDD9/CDKL5/ZNF804A/EPHB1/EFNA1/NTNG2/SIPA1L1/LRRC4/LRFN2/IL1RAP	25	PPI_node
GO:0010889	GO:0010889	regulation of sequestering of triglyceride	6/1376	15/18903	0.000415140141426255	0.00460998645421016	0.00328843159762984	ABHD5/PNPLA2/PLIN3/PLIN5/OSBPL11/OSBPL8	6	PPI_node
GO:0034612	GO:0034612	response to tumor necrosis factor	34/1376	254/18903	0.000419139097035483	0.00463642283014154	0.00330728940009913	MAPK3/CYP1B1/TNFRSF1A/NFKBIA/MAPK14/CYBA/ZFP36/AIM2/HSPA1B/CASP4/MAP3K5/SYK/CCL5/HSPA1A/MBP/NFE2L2/FOXO3/PTGS2/ADAM9/CD14/TNFRSF1B/CAMP/NAIP/LAPTM5/SHARPIN/ARHGEF2/ASAH1/NOL3/TNFRSF11A/HYAL2/EXT1/F2RL1/HYAL1/ZFP36L1	34	PPI_node
GO:0045017	GO:0045017	glycerolipid biosynthetic process	34/1376	254/18903	0.000419139097035483	0.00463642283014154	0.00330728940009913	NR1H2/DGAT1/PTEN/ABHD8/ABHD5/ABHD4/ACSL1/PNPLA2/DGAT2/PLIN5/GK/AGPAT1/LPCAT3/SOCS3/PIK3CD/LPCAT2/DGKG/CNEP1R1/PLCG2/BMX/CDIPT/IP6K1/MTMR6/MBOAT7/IPMK/DPM2/PISD/MTMR3/MTMR14/PGS1/MPPE1/DHRS7B/PIGX/SLC44A2	34	PPI_node
GO:0030166	GO:0030166	proteoglycan biosynthetic process	13/1376	62/18903	0.000438205315249968	0.00480098748830271	0.00342467794931192	TM9SF2/TCF7L2/CANT1/B3GAT1/CHSY1/CHST11/CHST15/NDST1/DSE/CSGALNACT1/CHST13/EXTL3/EXT1	13	PPI_node
GO:0046902	GO:0046902	regulation of mitochondrial membrane permeability	13/1376	62/18903	0.000438205315249968	0.00480098748830271	0.00342467794931192	BCL2L1/HK2/PPIF/SLC9A1/GSK3B/HSPA1A/BCL2L11/BID/BBC3/BNIP3L/NOL3/GSK3A/MUL1	13	PPI_node
